Kaggle_Classification,Tweet,Original_Manual_Sentiment,Sentiment_v2
Negative,"Not one person away to watch this thinks it'll be any good

 #World Cup 2022",Negative,Negative
Negative,My guys teeth were clean and white as hell #Qatar #World Cup 2022,Negative,Negative
Negative,Imagine whoever is doing the PA at the stadium plays YMCA instead of the Qatar anthem. Mistakes happen #World Cup 2022 #FIFA World Cup2022 #Qatar2022,neutral,Neutral
Negative,"Britain pointing fingers at Qatar...the deaths of migrants only matter if the perpetrators are brown or black

#World Cup 2022",Negative,Negative
Negative,Off political comment now. Starting the #World Cup 2022 fever now,Positive,Positive
Negative,this BBC commentary of the opening ceremony is appalling any alternatives? #World Cup 2022,Negative,Negative
Negative,"I'm not sure why watching it is relevant. Did Alan lecture British people on human rights?

There are many reasons why holding #World Cup 2022 in Qatar is wrong. Footballing as well as political

I can watch it & also believe the decision making behind it was ridiculous or corrupt",Negative,Negative
Negative,"For me, Infantino is more dangerous than Putin.

#Infantino #World Cup 2022 #putin",Negative,Negative
Negative,"Ohh some peoples are jealous of others success. Go guys you can burn. Ohh i mean like He is making a whole country proud and here you guys can't even make your parents proud. So yeah its okay.

#World Cup 2022 
#JungKook 
#Dreamers Fifa2022 
#Dreamers by Jungkook",Negative,Negative
Negative,"This world cup is atypical wherever you look at it. What I find most funny is that they want to fill with orchestrated fans.

#World Cup 2022",Negative,Negative
Negative,"The #World Cup 2022 will be in news for wrong reasons this time !! 
Having it in #Qatar was a mistake.. ! #geopolitics",Negative,Negative
Negative,Pathetic World Cup experience. Couldn't you just test your servers before streaming? World Cup ruined #JioCinema #World Cup 2022,Negative,Negative
Negative,"This is clearly a problematic and controversial World Cup, but we don't hear enough about Argentina 78 in that context #World Cup 2022",Negative,Negative
Negative,Man this @ESPNFC juz hate #Portugal win world cup â never ever seen like this beforeâ #Sarcasm #racist #hate #negativity #World Cup 2022 #FIFA World Cup,Negative,Negative
Negative,"Regular days:
Me: LONG MESSAGE
My dad: Yes/ No/ Ok

Now that the #World Cup 2022 has kicked off, he will ignore every single thing I send.",Negative,Negative
Negative,"This is a strange World Cup  how the likes of Lineker and co can sit calm in a country like that is weird
#World Cup 2022",Negative,Negative
Negative,This #World Cup 2022 opening ceremony,Negative,Negative
Negative,"Qatar: undemocratic, corrupt, misogynistic, homophobic, hypocritical.
#FIFA: undemocratic, corrupt, misogynistic, homophobic,  hypocritical.
A perfect match. A crooked Association oiled deeply from Doha all the way into secret Swiss bank accounts.
#World Cup 2022 #WorldcupQatar2022",Negative,Negative
Negative,Oil money about to match fix that out of this competition #World Cup 2022,Negative,Negative
Negative,"KBC why are you letting us down @KBCChannel1
@kbcenglish #WorldcupQatar2022 
#World Cup 2022 
#Dreamers by Jungkook",Negative,Negative
Negative,"FOXSoccer @JennyTaft 6,500 dead divided by 29 days..each day of the world cup averages about 224 migrant/slave laborers who died.  @FIFA took bribes and people died. #World Cup 2022 aka #FIFA Corrupt Cup 2022",Negative,Negative
Negative,Lineker and BBC biggest hypocrites out there. Fake outrage #World Cup 2022,Negative,Negative
Negative,Disgraceful that @BBCSport @BBC chose not to show any of the opening ceremony of the @FIFA World Cup #World Cup 2022 #ENG @GaryLineker just introduced pre-recorded videos!,Negative,Negative
Negative,This is boring. Just talk about football #World Cup 2022,Negative,Negative
Negative,Gary Lineker and his fellow presenters should donate their salaries so they're not profiteering off this World Cup if they are that seriously opposed to it! #World Cup 2022 #BBC World Cup #BBC Football #Qatar World Cup 2022,Negative,Negative
Negative,@BBC why did you not broadcast the World cup opening ceremony?? Outrageous! #World Cup 2022,Negative,Negative
Negative,Babe please World Cup is starting today so lemme have a piece of mind cos the broken heart from World Cup alone I can't handle it. If you know you'll disturb me please go to your parents house  #World Cup 2022,Negative,Negative
Negative,"Over most of a decade without accountability.
#World Cup 2022",Negative,Negative
Negative,Show us some football instead of going on about this political nonsense!! @BBCSport #World Cup 2022,Negative,Negative
Negative,"#FoxSports & #BBC have taken completely opposite and EXTREME approaches in their opening coverage of the #World Cup 2022. From ""everything is great"" to ""war crimes on the highest level"" views, respectively.

Both are nauseating!!  Get on with the games!!!",Negative,Negative
Negative,"Let's get this right please. It's Qatar as in Batter, NOT Qatar as in guitar. @BBC Sport @Gary Lineker You're doing my head in already and they haven't kicked a ball yet! #World Cup 2022",Negative,Negative
Negative,"ESPNFC A ghost to represent all the dead migrants?

#Qatar 2022 #World Cup 2022 #FIFA World Cup",Negative,Negative
Negative,"The BBC has been on air 23mins now, and all they have spoken about is Migrant Workers, LBGT, Women's Rights and how corrupt Qatar is. Let's talk about football not politics #World Cup 2022",Negative,Negative
Negative,"Some people think football is a matter of life and death. 

I don't like that attitude. 

I can assure them it is much more serious than that.

Bill Shankly

#World Cup 2022",Negative,Negative
Negative,"The only thing you've thought about @Alex Scott is the wage you'll be receiving. To me, you're talking absolute nonsense while you're over there. We know the rules, we know the culture. Stop talking hypocritical. #World Cup 2022 #World cup Qatar 2022",Negative,Negative
Negative,"Thought long and hard about it but im here because there paying me a fortune , give it a rest. #BBC Football #WorldCup #World Cup 2022 #QatarWorldCup2022 #FIFA World Cup2022",Negative,Negative
Negative,Is it me or is the sound on BBC  from the World Cup bad? #World Cup 2022,Negative,Negative
Negative,"Just FYI you're not politicians, talk about football which is what the programme is. Boring constant agenda that is overshadowing the World Cup. @BBC MOTD @Gary Lineker #World Cup 2022",Negative,Negative
Negative,Ffs can we just talk about football #World Cup 2022,Negative,Negative
Negative,"I genuinely don't give a toss about all this political stuff, we have enough if this in day to day life. Let's just talk about football #BBCWorldCup #World Cup 2022",Negative,Negative
Negative,"Seeing Ecuadoreans at a World Cup when Colombia isn't there is just a travesty. Their flag and jersey is identical to Colombia, every time I see them I think Colombia should be there. On paper we have the third best team in Latin America and yet we are not there. #World Cup 2022",Negative,Negative
Negative,Climate Propaganda go away BBC #World Cup 2022,Negative,Negative
Negative,"For how long I will watch this only.
#JioCinema sucks. 
Opening ceremony of #World Cup 2022 ruined.",Negative,Negative
Negative,they got a cute mascot I won't like #World Cup 2022,Negative,Negative
Negative,"We worked hard and invested in the people no really, we literally bought people to build this stuff
-Qatar Emir

 #FIFA World Cup
#World Cup 2022 #World Cup",Negative,Negative
Negative,How many people criticising celebrities at #FIFA World Cup will be boycotting the football by watching none whatsoever. A simple stand that costs nothing compared to turning down work. #Qatar 2022 #hypocrisy #lineker #benders like Beckham #Human Rights #England #World Cup 2022,Negative,Negative
Negative,Why no #World Cup 2022 streaming on #Voot .. Why do people have to get jio only to stream live.,Negative,Negative
Negative,"Oh man, they just finished the opening ceremonies at the #World Cup 2022 by publicly decapitating Elton John in the stadium they are going to play the first game in.",Negative,Negative
Negative,"FIFA is no stranger to controversy as the FBI indicted nine FIFA Officials and five corporate executives with charges of racketeering, wire fraud and money laundering conspiracies in 2015.
#World Cup #World Cup 2022 #Qatar World Cup #FIFA #FIFA Corruption
",Negative,Negative
Negative,The biggest farce of a World Cup is about to start.. Hopefully it turns out to be as good as Italia 90 (my favourite World Cup) but I doubt it. #World Cup 2022,Negative,Negative
Negative,"French tv calling jungkook ""youngkook"" #World Cup 2022",neutral,Neutral
Negative,I sure hope this the Ghost of Atrocities Past coming to get the Emir. #World Cup 2022,Negative,Negative
Negative,Why is the opening ceremony so difficult to find? #Qatar 2022 #World Cup #World Cup 2022,Negative,Negative
Negative,Playing Ricky Martin.. an open gay.. whom would be arrested in your country @QFA ! Come on! #World Cup 2022 #Qatar2022 #vmdk #Blood Red Qatar,Negative,Negative
Negative,JioCinema @FIFA World Cup @JioCinema picture freezes every now and then ! Is this is the quality we can expect for the whole #World Cup 2022 ? @FIFA com @FIFA World Cup,Negative,Negative
Negative,Who ever thought there would be fans more plastic then Man City #World Cup 2022,Negative,Negative
Negative,"Okay #Qatar ...nicely done, because nothing says male dominance better than bare chests and sword play on the #World Cup 2022 stage. LOL, you homophobic misogynist pricks!",Negative,Negative
Negative,It's very sad to see that @reliance jio does not have proper bandwidth or capacity to broadcast the #World Cup 2022 then who has given them broadcasting license.. very sad #india,Negative,Negative
Negative,This sequel to Midsommar is really weird ngl #World Cup 2022,Negative,Negative
Negative,I'm gonna be disappointed if they don't play Arabian nights during opening ceremony #World Cup 2022,neutral,Neutral
Negative,The Qatari royalty (I assume) sitting around an exasperate Infantino looks so smug. #WorldCup #World Cup 2022,Negative,Negative
Negative,"#World Cup 2022 is here! FIFA and Qatar's well-documented sins have paved a dark road to this day. But I love the sport too much to stay away, and none of this is on the players. So I'll be watching and supporting my beloved USMNT with clear eyes. Respect to those choose not to.",Negative,Negative
Negative,JioCinema your app is lagging on smart tv. Please fix this ASAP so that fans can watch uninterrupted live telecast of #World Cup 2022 #Jio Cinema #Sports 18,Negative,Negative
Negative,"These are the thugs and mobs of the Islamic Republic who arrest people with their clothes and private cars and torture people during the arrest. The Islamic Republic and Khamenei are terrorists.
#World Cup 2022
#worldcup
#fifa2022
#World Cup 2022qatar
#IranRevolution",Negative,Negative
Negative,Jio Cinema does not play video in my latest Android Tv. @JioCinema wassup? #World Cup 2022,Negative,Negative
Negative,Another thing really disturbing is that on the £20 #World Cup 2022 #Fan team is that you can enter 25 teams! preying on the problem gamblers and no fairness at all. I would have considered entering if it was one team only. I predict this game will get shut down one day,Negative,Negative
